Program,Control Model,Product Area,Part Number,Part Description,Program Quantity of parts,Updated By,Reason for update,Ref Quantity,Supplier Info,Fgrp,Pos
V536,2,ART PAINTED BODY,32353525.0,EXPANDING SEALING LIDAR REAR,1.0,PNYSTROM,VPC80020,0.0,AEIKF,8981,020
V536,2,ART PAINTED BODY,32277703.0,BRACKET TUNNEL FRONT LH,1.0,JBOBERG,cost maturity update,0.0,,8111,200
V536,2,ART PAINTED BODY,,DECAL TRANSPORT,0.0,SYSTEM,Price imported from SI+/epic,1.0,BQYKB,null,null
V536,2,ART PAINTED BODY,32277704.0,BRACKET TUNNEL FRONT RH,1.0,JBOBERG,cost maturity update,0.0,,8111,200
V536,2,ART PAINTED BODY,31322348.0,PANEL QUARTER GLASS LH,1.0,ACARTERR,Magna CSU Cleanup 22w11,0.0,AETZY,8136,010
V536,2,ART PAINTED BODY,31322349.0,PANEL QUARTER GLASS RH,1.0,ACARTERR,Magna CSU Cleanup 22w11,0.0,AETZY,8136,010
V536,2,ART PAINTED BODY,31322353.0,D-PILLAR INNER LOWER RH,1.0,ACARTERR,Magna CSU Cleanup 22w11,0.0,AETZY,8136,010
V536,2,ART PAINTED BODY,986767.0,"RIVET NUT M6*14,5",4.0,SYSTEM,Price imported from SI+/epic,0.0,D3M0A,8137,020
V536,2,ART PAINTED BODY,31322356.0,D-PILLAR INNER UPPER LH,1.0,ACARTERR,Magna CSU Cleanup 22w11,0.0,AETZY,8136,010
V536,2,ART PAINTED BODY,31322352.0,D-PILLAR INNER LOWER LH,1.0,ACARTERR,Magna CSU Cleanup 22w11,0.0,AETZY,8136,010
V536,2,ART PAINTED BODY,8754008.0,EC ADDITIVE/BIOCIDE MZD40940 BIOCIDE,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJAA,8010,020
V536,2,ART PAINTED BODY,32277713.0,CROSSMEMBER DASH LOWER LOWER RH,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,AD76H,8111,200
V536,2,ART PAINTED BODY,32297784.0,SILL INNER LH,1.0,BDOLINSK,Price adjusted after clean up to include VPC81041,0.0,AETZY,8112,330
V536,2,ART PAINTED BODY,8754009.0,EC ADDITIVE/BIOCIDE MZD7360 BIOCIDE,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJAA,8010,020
V536,2,ART PAINTED BODY,32297785.0,SILL INNER RH,1.0,BDOLINSK,Price adjusted after clean up to include VPC81041,0.0,AETZY,8112,330
V536,2,ART PAINTED BODY,8754006.0,SOLVENT E5292 BUTOXY ETHANOL,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJAA,8010,020
V536,2,ART PAINTED BODY,590037.0,WASHPRIMER TYPE 2,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJST,8010,050
V536,2,ART PAINTED BODY,8754007.0,SOLVENT E6367 PHENOXY PROPANOL,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJAA,8010,020
V536,2,ART PAINTED BODY,32277712.0,CROSSMEMBER DASH LOWER LOWER LH,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,AD76H,8111,200
V536,2,ART PAINTED BODY,32297788.0,SILL MEMBER EXTRUSION LH,1.0,NBENTZEN,VPC78217,0.0,AEO3U,8112,330
V536,2,ART PAINTED BODY,32314008.0,BUMPER SYSTEM REAR,1.0,AHERMANS,VPC83764,0.0,AETZY,8113,460
V536,2,ART PAINTED BODY,30622725.0,"SEMS SCREW M5*14*16,50",16.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8113,420
V536,2,ART PAINTED BODY,32297789.0,SILL MEMBER EXTRUSION RH,1.0,NBENTZEN,VPC78217,0.0,AEO3U,8112,330
V536,2,ART PAINTED BODY,32273232.0,BRACKET SILL MOULDING REAR LH,1.0,JBOBERG,cost maturity update,0.0,,8112,330
V536,2,ART PAINTED BODY,32273233.0,BRACKET SILL MOULDING REAR RH,1.0,JBOBERG,cost maturity update,0.0,,8112,330
V536,2,ART PAINTED BODY,8754004.0,SULPHAMIDIC ACID EDADDSA SULPHAMIDIC ACID,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJAA,8010,020
V536,2,ART PAINTED BODY,31322357.0,D-PILLAR INNER UPPER RH,1.0,ACARTERR,Magna CSU Cleanup 22w11,0.0,AETZY,8136,010
V536,2,ART PAINTED BODY,8754005.0,ACETIC ACID E6010 ACETIC ACID,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEJAA,8010,020
V536,2,ART PAINTED BODY,9127673.0,ADHESIVE,0.014,SYSTEM,Price imported from SI+/epic,0.08,GPR5A,8120,600
V536,2,ART PAINTED BODY,32277715.0,STAY OUTER REAR LH,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,220
V536,2,ART PAINTED BODY,31322366.0,BRACKET LOAD NET REAR LH,1.0,ACARTERR,Price imported from program,0.0,AER47,8136,010
V536,2,ART PAINTED BODY,31322367.0,BRACKET LOAD NET REAR RH,1.0,ACARTERR,Price imported from program,0.0,AER47,8136,010
V536,2,ART PAINTED BODY,31322360.0,REINFORCEMENT ROOF RAILS D-PILLAR LH,1.0,ACARTERR,Price imported from program,0.0,,8136,010
V536,2,ART PAINTED BODY,31322361.0,REINFORCEMENT ROOF RAILS D-PILLAR RH,1.0,ACARTERR,Price imported from program,0.0,,8136,010
V536,2,ART PAINTED BODY,32241639.0,DECAL BATTERY,2.0,LROLKA1,VPC78942,0.0,BQYKB,8970,210
V536,2,ART PAINTED BODY,31322362.0,REINFORCEMENT D-LOOP LH,1.0,ACARTERR,V536 VPC88442,0.0,,8136,010
V536,2,ART PAINTED BODY,31322363.0,REINFORCEMENT D-LOOP RH,1.0,ACARTERR,V536 VPC88442,0.0,,8136,010
V536,2,ART PAINTED BODY,32297773.0,ATTACHMENT FRONT FR SEAT,4.0,BDOLINSK,VPC79972,0.0,AER47,8112,310
V536,2,ART PAINTED BODY,8775056.0,PHOSPHATISING ADDITIVE/NIH7102 GARDOBOND-ADDITIVE,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEK8J,8010,010
V536,2,ART PAINTED BODY,8775053.0,PHOSPHATISING ADDITIVE/SLH7104 GARDOBOND-ADDITIVE,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEK8J,8010,010
V536,2,ART PAINTED BODY,30622858.0,PLUG 40*60,6.0,SYSTEM,Price imported from SI+/epic,4.0,BQ1LA,8999,030
V536,2,ART PAINTED BODY,31322449.0,BRACKET B-PILLAR BELT ROW LH,1.0,CGUSTA10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,,8137,060
V536,2,ART PAINTED BODY,31322445.0,B-PILLAR INNER LH,1.0,CGUSTA10,Current price after procurement commercial HEV discussions,0.0,AETZY,8137,060
V536,2,ART PAINTED BODY,31322446.0,B-PILLAR INNER RH,1.0,CGUSTA10,Current price after procurement commercial HEV discussions,0.0,AETZY,8137,060
V536,2,ART PAINTED BODY,31322326.0,REINFORCEMENT LOAD RETENTION EYE LH,1.0,ACARTERR,Price imported from program,0.0,AER47,8113,415
V536,2,ART PAINTED BODY,31322327.0,REINFORCEMENT LOAD RETENTION EYE RH,1.0,ACARTERR,Price imported from program,0.0,AER47,8113,415
V536,2,ART PAINTED BODY,31322452.0,BODY SIDE OUTER RH,1.0,CGUSTA10,VPC79420 CHANGES UPV2 FDJ,0.0,AEHQS,8137,020
V536,2,ART PAINTED BODY,32241647.0,DECAL AC INFORMATION,1.0,LROLKA1,VPC78948,0.0,BQYKB,8970,225
V536,2,ART PAINTED BODY,31322453.0,A-PILLAR REINFORCEMENT LOWER LH,1.0,CGUSTA10,Price imported from SI+/epic,0.0,AEO5V,8137,030
V536,2,ART PAINTED BODY,31322454.0,A-PILLAR REINFORCEMENT LOWER RH,1.0,CGUSTA10,Price imported from SI+/epic,0.0,AEO5V,8137,030
V536,2,ART PAINTED BODY,31322334.0,REINFORCEMENT C-PILLAR OUTER LH,1.0,ACARTERR,Gestamp vol incr and hev cancel DCM22w11,0.0,AEHX7,8136,010
V536,2,ART PAINTED BODY,31322450.0,BRACKET B-PILLAR BELT ROW RH,1.0,CGUSTA10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,,8137,060
V536,2,ART PAINTED BODY,31322451.0,BODY SIDE OUTER LH,1.0,CGUSTA10,VPC79420 CHANGES UPV2 FDJ,0.0,AEHQS,8137,020
V536,2,ART PAINTED BODY,,DECAL SRS,0.0,SYSTEM,Price imported from SI+/epic,1.0,BQYKB,null,null
V536,2,ART PAINTED BODY,32297781.0,CROSSMEMBER FRONT SEAT REAR,1.0,SEDBACK,First publish,0.0,AEO5V,8112,310
V536,2,ART PAINTED BODY,32297520.0,CROSSMEMBER DASH UPPER RH,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,200
V536,2,ART PAINTED BODY,32297521.0,CROSSMEMBER DASH UPPER CENTER,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,200
V536,2,ART PAINTED BODY,32297763.0,A-PILLAR INNER LOWER LH,1.0,SEDBACK,First publish,0.0,AEO5V,8112,310
V536,2,ART PAINTED BODY,,SIDE MEMBER EXTENSION LH,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEE9Q,null,null
V536,2,ART PAINTED BODY,32293164.0,HOOD COVER,1.0,SYSTEM,Price imported from program,0.0,AE2UE,8010,065
V536,2,ART PAINTED BODY,32297640.0,DASH LOWER OUTER LH,1.0,JBOBERG,cost maturity update,0.0,,8111,200
V536,2,ART PAINTED BODY,975843.0,WELD SCREW M8*25,1.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,8111,200
V536,2,ART PAINTED BODY,32297525.0,BRACKET BATTERY,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,210
V536,2,ART PAINTED BODY,32297888.0,REINFORCEMENT SUBFRAME FRONT OUTER RH,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,220
V536,2,ART PAINTED BODY,32297522.0,REINFORCEMENT LH CROSSMBR DASH UPR UPR,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,200
V536,2,ART PAINTED BODY,32297764.0,A-PILLAR INNER LOWER RH,1.0,SEDBACK,First publish,0.0,AEO5V,8112,310
V536,2,ART PAINTED BODY,,SIDE MEMBER EXTENSION RH,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEE9Q,null,null
V536,2,ART PAINTED BODY,32297523.0,BRACKET MDB,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,210
V536,2,ART PAINTED BODY,32297528.0,COVER PANEL FRONT RH,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,220
V536,2,ART PAINTED BODY,32297769.0,BULKHEAD LOWER A-PILLAR INNER LOWER LH,1.0,BDOLINSK,V536 - Magna cost cleanup,0.0,AETZY,8112,310
V536,2,ART PAINTED BODY,32277816.0,BRACE INNER RH,1.0,JBOBERG,723N - Cost First Publish DCM 21w41,0.0,AD72O,8111,220
V536,2,ART PAINTED BODY,31322335.0,REINFORCEMENT C-PILLAR OUTER RH,1.0,ACARTERR,Gestamp vol incr and hev cancel DCM22w11,0.0,AEHX7,8136,010
V536,2,ART PAINTED BODY,31322457.0,SILL OUTER LH,1.0,JDAGSTR2,VPC78595 CHANGES UPV0 FDJ,0.0,AEQUT,8137,040
V536,2,ART PAINTED BODY,31322458.0,SILL OUTER RH,1.0,JDAGSTR2,VPC78595 CHANGES UPV0 FDJ,0.0,AEQUT,8137,040
V536,2,ART PAINTED BODY,31322342.0,REINFORCEMENT STRIKER DOOR LH,1.0,ACARTERR,Price imported from program,0.0,,8136,010
V536,2,ART PAINTED BODY,32318991.0,DASH LOWER OUTER RH,1.0,BDOLINSK,cost maturity update,0.0,AERTZ,8111,200
V536,2,ART PAINTED BODY,31322343.0,REINFORCEMENT STRIKER DOOR RH,1.0,ACARTERR,Price imported from program,0.0,,8136,010
V536,2,ART PAINTED BODY,32318990.0,DASH LOWER,1.0,BDOLINSK,V536 - Magna cost cleanup,0.0,AETZY,8111,200
V536,2,ART PAINTED BODY,32314031.0,DRY WEIGHT TOTAL CAR CPL SURFACE TREATMENT,1.0,SYSTEM,Intial Published Price Copied from Factory 36,0.0,,8999,980
V536,2,ART PAINTED BODY,32241659.0,DECAL TOWING INFORMATION,1.0,LROLKA1,VPC78958,0.0,BQYKB,8970,295
V536,2,ART PAINTED BODY,31322340.0,WHEEL HOUSING REAR OUTER LH,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,AEQUT,8136,010
V536,2,ART PAINTED BODY,31322461.0,B-PILLAR REINFORCEMENT LH,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEHX7,8137,060
V536,2,ART PAINTED BODY,31322341.0,WHEEL HOUSING REAR OUTER RH,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,AEQUT,8136,010
V536,2,ART PAINTED BODY,31322462.0,B-PILLAR REINFORCEMENT RH,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEHX7,8137,060
V536,2,ART PAINTED BODY,32241650.0,DECAL TRANSPORT,1.0,LROLKA1,VPC78956,0.0,BQYKB,8970,245
V536,2,ART PAINTED BODY,32241652.0,DECAL SRS,1.0,LROLKA1,VPC78957,0.0,BQYKB,8970,250
V536,2,ART PAINTED BODY,30622992.0,SEALING PLATE 40,8.0,SYSTEM,Price Imported from SI+/Epic,0.0,BJRAB,8999,020
V536,2,ART PAINTED BODY,32297770.0,BULKHEAD LOWER A-PILLAR INNER LOWER RH,1.0,BDOLINSK,V536 - Magna cost cleanup,0.0,AETZY,8112,310
V536,2,ART PAINTED BODY,31440400.0,REINFORCEMENT FRONT EXTENSION LOWER RH,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,BSNRA,8137,030
V536,2,ART PAINTED BODY,32353265.0,REINFORCEMENT B-PILLAR LOWER RH,1.0,CGUSTA10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AEXFC,8137,060
V536,2,ART PAINTED BODY,32353264.0,REINFORCEMENT B-PILLAR LOWER LH,1.0,CGUSTA10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AEXFC,8137,060
V536,2,ART PAINTED BODY,32310779.0,BULKHEAD D-PILLAR RH,1.0,ACARTERR,Price imported from program,0.0,AER47,8136,010
V536,2,ART PAINTED BODY,32310778.0,BULKHEAD D-PILLAR LH,1.0,ACARTERR,Price imported from program,0.0,AER47,8136,010
V536,2,ART PAINTED BODY,31322306.0,DRAIN CHANNEL LH,1.0,MARONS10,UPDATES ACCORDING TO CURRENT AGREED PRICES VPC79454,0.0,AEXRT,8120,060
V536,2,ART PAINTED BODY,31322427.0,A-PILLAR REINFORCEMENT UPPER LH,1.0,CGUSTA10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AEHX7,8137,030
V536,2,ART PAINTED BODY,32297913.0,BRACKET FENDER CARRIER LH,1.0,JBOBERG,cost maturity update,0.0,,8111,220
V536,2,ART PAINTED BODY,31322307.0,DRAIN CHANNEL RH,1.0,MARONS10,UPDATES ACCORDING TO CURRENT AGREED PRICES VPC79454,0.0,AEXRT,8120,060
V536,2,ART PAINTED BODY,31322428.0,A-PILLAR REINFORCEMENT UPPER RH,1.0,CGUSTA10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AEHX7,8137,030
V536,2,ART PAINTED BODY,32297914.0,BRACKET FENDER CARRIER RH,1.0,JBOBERG,cost maturity update,0.0,,8111,220
V536,2,ART PAINTED BODY,31322308.0,BRACKET BALL STUD LH,1.0,MARONS10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AEXRT,8120,060
V536,2,ART PAINTED BODY,31322309.0,BRACKET BALL STUD RH,1.0,MARONS10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AEXRT,8120,060
V536,2,ART PAINTED BODY,31322302.0,REINFORCEMENT HINGE LH,1.0,MARONS10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AEXRT,8120,060
V536,2,ART PAINTED BODY,31322423.0,BRACKET FRONT FENDER LOWER RH,1.0,JDAGSTR2,Update according to V536 FDJ price (VPC78584),0.0,AER47,8137,030
V536,2,ART PAINTED BODY,32297917.0,BRACKET BRAKE HOSE LH,1.0,JBOBERG,cost maturity update,0.0,,8111,220
V536,2,ART PAINTED BODY,31322303.0,REINFORCEMENT HINGE RH,1.0,MARONS10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AEXRT,8120,060
V536,2,ART PAINTED BODY,32297918.0,BRACKET BRAKE HOSE RH,1.0,JBOBERG,cost maturity update,0.0,,8111,220
V536,2,ART PAINTED BODY,31109203.0,SIX POINT SCREW M5*20 FDS,180.0,HCELEGIN,723N DCM 21w41,0.0,AEKIF,8113,420
V536,2,ART PAINTED BODY,31322433.0,A-PILLAR INNER UPPER LH,1.0,CGUSTA10,Current price after procurement commercial HEV discussions,0.0,AETZY,8137,050
V536,2,ART PAINTED BODY,31109328.0,NUT PLATE M10,4.0,SYSTEM,Price imported from SI+/epic,0.0,D07FF,8111,220
V536,2,ART PAINTED BODY,,TOWING EYE,0.0,SYSTEM,Price imported from SI+/epic,1.0,BQ5YA,null,null
V536,2,ART PAINTED BODY,32321788.0,PANEL REAR REAR FLOOR,1.0,AHERMANS,CSU cleanup HEV cancellation,0.0,AETZY,8113,420
V536,2,ART PAINTED BODY,32353013.0,C-PILLAR REINFORCEMENT UPPER RH,1.0,ACARTERR,VPC76615 correction,0.0,AEXFC,8136,010
V536,2,ART PAINTED BODY,,PLUG 20,0.0,SYSTEM,Price imported from SI+/epic,3.0,BQ2YA,null,null
V536,2,ART PAINTED BODY,31109200.0,PLUG 16X20,1.0,SYSTEM,Price imported from SI+/epic,0.0,BQ2YA,8999,030
V536,2,ART PAINTED BODY,8751212.0,PHOSPHATING ADDITIVE/F H7256 GARDOBOND-ADDITIVE,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEK8J,8010,010
V536,2,ART PAINTED BODY,,BRACKET ACCELERATOR PEDALLH ASSY,0.0,SYSTEM,Price imported from SI+/epic,1.0,AER47,null,null
V536,2,ART PAINTED BODY,31322317.0,WHEEL HOUSING REAR INNER RH,1.0,ACARTERR,Magna CSU Cleanup 22w11,0.0,AETZY,8113,415
V536,2,ART PAINTED BODY,31322438.0,A-PILLAR INNER UPPER REINFORCEMENT RH,1.0,CGUSTA10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AEO5V,8137,050
V536,2,ART PAINTED BODY,31322318.0,C-PILLAR INNER LOWER LH,1.0,ACARTERR,TWB cost update,0.0,AEHX7,8113,415
V536,2,ART PAINTED BODY,31322319.0,C-PILLAR INNER LOWER RH,1.0,ACARTERR,TWB cost update,0.0,AEHX7,8113,415
V536,2,ART PAINTED BODY,31322434.0,A-PILLAR INNER UPPER RH,1.0,CGUSTA10,Current price after procurement commercial HEV discussions,0.0,AETZY,8137,050
V536,2,ART PAINTED BODY,31322314.0,LAMP PANEL LH,1.0,MARONS10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AEXRT,8120,060
V536,2,ART PAINTED BODY,31322315.0,LAMP PANEL RH,1.0,MARONS10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AEXRT,8120,060
V536,2,ART PAINTED BODY,,REINFORCEMENT RING TANK,0.0,SYSTEM,Price imported from SI+/epic,1.0,AJFXA,null,null
V536,2,ART PAINTED BODY,31322316.0,WHEEL HOUSING REAR INNER LH,1.0,ACARTERR,Magna CSU Cleanup 22w11,0.0,AETZY,8113,415
V536,2,ART PAINTED BODY,31322437.0,A-PILLAR INNER UPPER REINFORCEMENT LH,1.0,CGUSTA10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AEO5V,8137,050
V536,2,ART PAINTED BODY,31322441.0,EXTENSION A-PILLAR INNER UPPER LH,1.0,CGUSTA10,Current price after procurement commercial HEV discussions,0.0,AETZY,8137,050
V536,2,ART PAINTED BODY,31322442.0,EXTENSION A-PILLAR INNER UPPER RH,1.0,CGUSTA10,Current price after procurement commercial HEV discussions,0.0,AETZY,8137,050
V536,2,ART PAINTED BODY,32318490.0,BRACKET DECAL VIN-NUMBER MARKING,1.0,SEDBACK,First publish,0.0,AER47,8111,240
V536,2,ART PAINTED BODY,30622657.0,WELD NUT UT5*13*10,17.0,SYSTEM,Price imported from SI+/epic,15.0,AEKIF,8111,200
V536,2,ART PAINTED BODY,8753425.0,PHOSPHATISING ADDITIVE/PHGARDOBOND ADDITIVE H7212,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEK8J,8010,010
V536,2,ART PAINTED BODY,32353362.0,FOAM BLOCKER C-PILLAR RH,1.0,AFROJD1,VPC79460 and MaxBom first publish,0.0,AEA3X,8981,040
V536,2,ART PAINTED BODY,8753426.0,PHOSPHATISING ADDITIVE/ACGARDOBOND ADDITIVE H7001,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEK8J,8010,010
V536,2,ART PAINTED BODY,32353361.0,FOAM BLOCKER C-PILLAR LH,1.0,AFROJD1,VPC79460 and MaxBom first publish,0.0,AEA3X,8981,040
V536,2,ART PAINTED BODY,32310796.0,BRACKET HOOD STOPPER RH,1.0,CGUSTA10,Maxbom first update,0.0,AER47,8137,020
V536,2,ART PAINTED BODY,8753424.0,PHOSPHATISING ADDITIVE/PHGARDOBOND ADDITIVE H7204,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEK8J,8010,010
V536,2,ART PAINTED BODY,8753427.0,PHOSPHATING AGENT GARDOBOND 2601 E14,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEK8J,8010,010
V536,2,ART PAINTED BODY,,TUNNEL BRACE FRONT,0.0,SYSTEM,Price imported from SI+/epic,1.0,BQ9CD,null,null
V536,2,ART PAINTED BODY,32353360.0,FOAM BLOCKER A-PILLAR RH,1.0,AFROJD1,VPC79460 and MaxBom first publish,0.0,AEA3X,8981,020
V536,2,ART PAINTED BODY,31322405.0,REINFORCEMENT FRONT EXTENSION UPPER RH,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,AETZY,8137,030
V536,2,ART PAINTED BODY,8750391.0,WELD SEALANT CURING ELASTOSOL M98,0.022,SYSTEM,Price imported from SI+/epic,0.06,GPR5A,8137,600
V536,2,ART PAINTED BODY,31322401.0,EXTENSION SIDE OUTER FRONT LH,1.0,CGUSTA10,Current price after procurement commercial HEV discussions,0.0,AETZY,8137,020
V536,2,ART PAINTED BODY,31322403.0,EXTENSION SIDE OUTER FRONT RH,1.0,CGUSTA10,Current price after procurement commercial HEV discussions,0.0,AETZY,8137,020
V536,2,ART PAINTED BODY,31322404.0,REINFORCEMENT FRONT EXTENSION UPPER LH,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,AETZY,8137,030
V536,2,ART PAINTED BODY,,SEMS SCREW M10*25,0.0,SYSTEM,Price imported from SI+/epic,4.0,AELVW,null,null
V536,2,ART PAINTED BODY,32379868.0,TIE SRS,1.0,MJIN1,VPC88034,0.0,,8970,250
V536,2,ART PAINTED BODY,32353359.0,FOAM BLOCKER A-PILLAR LH,1.0,AFROJD1,VPC79460 and MaxBom first publish,0.0,AEA3X,8981,020
V536,2,ART PAINTED BODY,32310200.0,EXPANDING SEALING B-PLR FRT LH/RR RH,2.0,AFROJD1,VPC79650,0.0,AEIKF,8981,030
V536,2,ART PAINTED BODY,32310666.0,REINFORCEMENT PANEL QUARTER GLASS LH,1.0,ACARTERR,Price imported from program,0.0,,8136,010
V536,2,ART PAINTED BODY,32353012.0,C-PILLAR REINFORCEMENT UPPER LH,1.0,ACARTERR,VPC76615 correction,0.0,AEXFC,8136,010
V536,2,ART PAINTED BODY,32310669.0,CANTRAIL REINFORCEMENT RH,1.0,ACARTERR,Price imported from program,0.0,,8136,010
V536,2,ART PAINTED BODY,32310668.0,CANTRAIL REINFORCEMENT LH,1.0,ACARTERR,Price imported from program,0.0,,8136,010
V536,2,ART PAINTED BODY,32310667.0,REINFORCEMENT PANEL QUARTER GLASS RH,1.0,ACARTERR,Price imported from program,0.0,,8136,010
V536,2,ART PAINTED BODY,31322418.0,BULKHEAD LOWER LH,1.0,CGUSTA10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AER47,8137,030
V536,2,ART PAINTED BODY,,REINFORCEMENT FRONT SUBFRAME REAR RH,0.0,SYSTEM,Price imported from SI+/epic,1.0,BSNRA,null,null
V536,2,ART PAINTED BODY,,EC ADDITIVE/BIOCIDE PARMETOL A 28,0.0,SYSTEM,Intial Published Price Copied from Factory 36,0.0,,null,null
V536,2,ART PAINTED BODY,31322419.0,BULKHEAD LOWER RH,1.0,CGUSTA10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AER47,8137,030
V536,2,ART PAINTED BODY,,REINFORCEMENT FRONT SUBFRAME REAR LH,0.0,SYSTEM,Price imported from SI+/epic,1.0,BSNRA,null,null
V536,2,ART PAINTED BODY,31322414.0,BULKHEAD UPPER LH,1.0,CGUSTA10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AER47,8137,030
V536,2,ART PAINTED BODY,31322415.0,BULKHEAD UPPER RH,1.0,CGUSTA10,UPDATES ACCORDING TO CURRENT AGREED PRICES,0.0,AER47,8137,030
V536,2,ART PAINTED BODY,,SEMS SCREW M8*25,0.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,null,null
V536,2,ART PAINTED BODY,31322422.0,BRACKET FRONT FENDER LOWER LH,1.0,JDAGSTR2,Update according to V536 FDJ price (VPC78584),0.0,AER47,8137,030
V536,2,ART PAINTED BODY,,PLUG 30,0.0,SYSTEM,Price imported from SI+/epic,2.0,BQ2YA,null,null
V536,2,ART PAINTED BODY,,PLUG DIAM 40,0.0,SYSTEM,Price imported from SI+/epic,1.0,BQ1LA,null,null
V536,2,ART PAINTED BODY,,PLUG 20,0.0,SYSTEM,Price imported from SI+/epic,3.0,BQ2YA,null,null
V536,2,ART PAINTED BODY,974684.0,PLUG 16,4.0,SYSTEM,Price imported from SI+/epic,23.0,BQ2YA,8999,030
V536,2,ART PAINTED BODY,8775111.0,PHOSPHATISING ADDITIVE/MNH7103 GARDOBOND ADDITIVE,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEK8J,8010,010
V536,2,ART PAINTED BODY,32297711.0,CRASH BOX LH,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,BQ8RA,8111,250
V536,2,ART PAINTED BODY,30624616.0,WELD SCREW M6*14 MATHREAD,8.0,SYSTEM,Price imported from SI+/epic,8.0,AEKIF,8111,200
V536,2,ART PAINTED BODY,32297712.0,CRASH BOX RH,1.0,SYSTEM,Price Imported from SI+/Epic,0.0,BQ8RA,8111,250
V536,2,ART PAINTED BODY,8715295.0,SEALANT REPAIR BETAFILL 10101,0.0,SYSTEM,Price imported from SI+/epic,0.0,AEL0X,8999,040
V536,2,ART PAINTED BODY,32239825.0,NUT PLATE STRIKER,2.0,SYSTEM,Price imported from SI+/epic,2.0,C83FA,8137,060
V536,2,ART PAINTED BODY,,AC INFORMATION DECAL,0.0,SYSTEM,Price imported from SI+/epic,1.0,BQYKB,null,null
V536,2,ART PAINTED BODY,32280031.0,BRACKET SKIDPLATE,2.0,HCELEGIN,MaxBom First Publish,0.0,,8113,460
V536,2,ART PAINTED BODY,32280030.0,PANEL REVERSE,1.0,AHERMANS,CSU cleanup HEV cancellation,0.0,AETZY,8113,460
V536,2,ART PAINTED BODY,32321627.0,CROSSMEMBER REAR SEAT,1.0,AHERMANS,VPC76766 UPV2 UPDATE,0.0,AERTZ,8113,420
