COST CARR;D1;D1 TITLE;Product Stream;SU;SU TITLE;KU;KU TITLE;KU STATUS;RESP DEPT;PSSNO;PSS NAME;ART no;ART name;CMNO;CM NAME;FGRP;FGRP NAME;POS;PARTNO;PARTNO SUFF;PART NAME;DONOR;SYS PARTS/ CAR;Product Module
V536X ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325017;Driveline 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;4601;REAR AXLE ;20;32240389;000 ;DRIVE SHAFT LH REAR ;;1.0;Electric Drivetrain 
V536X ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325017;Driveline 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;4601;REAR AXLE ;25;32240389;000 ;DRIVE SHAFT LH REAR ;;1.0;Electric Drivetrain 
V536X ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325017;Driveline 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;4602;FRONT AXLE ;20;32240390;000 ;;;1.0;Electric Drivetrain 
V536X ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325017;Driveline 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;4602;FRONT AXLE ;25;32240390;000 ;;;1.0;Electric Drivetrain 
SPAG2 ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325034;ED Transmission 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;4650;FINAL DRIVE ;10;32240412;000 ;;;1.0;Hybrid Installation 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280344;Tunnel console & centerstack ;DECID ;93330;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;4;Option HWP -not in use -;8825;CASING/COMPARTMENT ;15;32241173;000 ;;;1.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8630;PROTECTION COVER ;35;32241233;000 ;;;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8630;PROTECTION COVER ;35;32241235;000 ;;;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8630;PROTECTION COVER ;35;32241236;000 ;;;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8630;PROTECTION COVER ;35;32241239;000 ;;;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8630;PROTECTION COVER ;35;32241240;000 ;;;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8630;PROTECTION COVER ;35;32241241;000 ;;;2.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8630;PROTECTION COVER ;45;32241242;000 ;;;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8630;PROTECTION COVER ;45;32241243;000 ;;;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8630;PROTECTION COVER ;45;32241244;000 ;;;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8630;PROTECTION COVER ;45;32241245;000 ;;;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8630;PROTECTION COVER ;100;32241246;000 ;;;1.0;Exterior Front & Rear 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292290;CLIMATE ;280356;Air distribution ;DECID ;92330;600;ART CLIMATE ;600;CLIMATE ;4;Option HWP -not in use -;8720;AIR DISTRIBUTION ;30;32241309;000 ;;;1.0;Cabin Climatization 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292290;CLIMATE ;280356;Air distribution ;DECID ;92330;600;ART CLIMATE ;600;CLIMATE ;4;Option HWP -not in use -;8720;AIR DISTRIBUTION ;30;32241310;000 ;;;1.0;Cabin Climatization 
V536X ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325010;HYBRID INSTALLATION ;325021;Fuel system ;CANCE ;30740;820;ART HYBRID INTEGRATION ;820;HYBRID INSTALLATION ;4;Option HWP -not in use -;2350;;20;32242308;000 ;BRACKET PURGE VALVE ;;1.0;Hybrid Installation 
V536X ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325010;HYBRID INSTALLATION ;325021;Fuel system ;CANCE ;30740;820;ART HYBRID INTEGRATION ;820;HYBRID INSTALLATION ;4;Option HWP -not in use -;2340;FUEL TANK AND FILLER;10;32242849;000 ;FUEL TANK ;;1.0;Hybrid Installation 
V536X ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325010;HYBRID INSTALLATION ;325021;Fuel system ;CANCE ;30740;820;ART HYBRID INTEGRATION ;820;HYBRID INSTALLATION ;4;Option HWP -not in use -;2350;;20;32242938;000 ;NON-RETURN VALVE ;;1.0;Hybrid Installation 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292292;BODY CONTROL AND ROAD CONTACT ;280322;Equip ;DECID ;92540;640;ART BODY CONTROL & ROAD CONTACT ;640;BODY CONTROL AND ROAD CONTACT ;4;Option HWP -not in use -;8962;TOOL ;30;32243737;000 ;BOTTLE REPAIR KIT ;;1.0;Wheels 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292292;BODY CONTROL AND ROAD CONTACT ;280322;Equip ;DECID ;92540;640;ART BODY CONTROL & ROAD CONTACT ;640;BODY CONTROL AND ROAD CONTACT ;4;Option HWP -not in use -;8962;TOOL ;30;32243738;000 ;COMPRESSOR REPAIR KIT TYR;;1.0;Wheels 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280390;Front trim ;DECID ;93530;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;2670;COLD ZONE/BATTERY BO;60;32244449;000 ;NVH PANEL LEFT-2 ;;1.0;Exterior Front & Rear 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292291;DECELERATION AND STEERING ;280314;Steering HW ;DECID ;92410;620;ART DECELERATION & STEERING ;620;DECELERATION AND STEERING ;4;Option HWP -not in use -;6412;STEERING COLUMN ;10;32246546;000 ;STEERING COLUMN LHD MANUA;;1.0;Steering 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292291;DECELERATION AND STEERING ;280319;Steering gear ;DECID ;92410;620;ART DECELERATION & STEERING ;620;DECELERATION AND STEERING ;4;Option HWP -not in use -;6420;STEERING GEAR ;10;32246650;000 ;STEERING GEAR LHD EPAS ST;;1.0;Steering 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292292;BODY CONTROL AND ROAD CONTACT ;280310;Front Axle ;DECID ;92510;640;ART BODY CONTROL & ROAD CONTACT ;640;BODY CONTROL AND ROAD CONTACT ;4;Option HWP -not in use -;6100;FRONT SUSPENSION ;20;32246871;000 ;HUB DRIVEN ;;1.0;Body Control 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292292;BODY CONTROL AND ROAD CONTACT ;265486;Rear Axle ;DECID ;92510;640;ART BODY CONTROL & ROAD CONTACT ;640;BODY CONTROL AND ROAD CONTACT ;4;Option HWP -not in use -;6500;REAR WHEEL SUSPENSIO;81;32246871;000 ;HUB DRIVEN ;;2.0;Body Control 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292292;BODY CONTROL AND ROAD CONTACT ;280313;Tuning & control ;DECID ;92520;640;ART BODY CONTROL & ROAD CONTACT ;640;BODY CONTROL AND ROAD CONTACT ;4;Option HWP -not in use -;7611;SHOCK ABSORBER ;10;32246888;000 ;;;2.0;Body Control 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292292;BODY CONTROL AND ROAD CONTACT ;280313;Tuning & control ;DECID ;92520;640;ART BODY CONTROL & ROAD CONTACT ;640;BODY CONTROL AND ROAD CONTACT ;4;Option HWP -not in use -;7612;SHOCK ABSORBER ;10;32246918;000 ;SHOCK ABSORBER REAR ;;2.0;Body Control 
SPAG2 ;292247;SAFE VEHICLE AUTOMATION ;SAFE VEHICLE AUTOMATION ;292261;PROTECTIVE SAFETY ;280117;Protective safety ;DECID ;96200;410;ART PROTECTIVE SAFETY ;410;PROTECTIVE SAFETY ;4;Option HWP -not in use -;8862;SENSOR ;10;32246933;000 ;CONTROL UNIT SRSM (BASE) ;;1.0;Crash Control 
SPAG2 ;292247;SAFE VEHICLE AUTOMATION ;SAFE VEHICLE AUTOMATION ;292261;PROTECTIVE SAFETY ;280117;Protective safety ;DECID ;96200;410;ART PROTECTIVE SAFETY ;410;PROTECTIVE SAFETY ;4;Option HWP -not in use -;8862;SENSOR ;100;32246934;000 ;ACCELEROMETER SRSM ;;2.0;Connectivity Mechatronics 
SPAG2 ;292247;SAFE VEHICLE AUTOMATION ;SAFE VEHICLE AUTOMATION ;292261;PROTECTIVE SAFETY ;280117;Protective safety ;DECID ;96200;410;ART PROTECTIVE SAFETY ;410;PROTECTIVE SAFETY ;4;Option HWP -not in use -;8862;SENSOR ;111;32246935;000 ;PRESSURE SENSOR SRSM ;;1.0;Crash Control 
SPAG2 ;292247;SAFE VEHICLE AUTOMATION ;SAFE VEHICLE AUTOMATION ;292261;PROTECTIVE SAFETY ;280117;Protective safety ;DECID ;96200;410;ART PROTECTIVE SAFETY ;410;PROTECTIVE SAFETY ;4;Option HWP -not in use -;8862;SENSOR ;121;32246935;000 ;PRESSURE SENSOR SRSM ;;1.0;Crash Control 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292292;BODY CONTROL AND ROAD CONTACT ;280313;Tuning & control ;DECID ;92520;640;ART BODY CONTROL & ROAD CONTACT ;640;BODY CONTROL AND ROAD CONTACT ;4;Option HWP -not in use -;7220;SPRINGS ;40;32246962;000 ;;;2.0;Body Control 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;186909;Displays ;DECID ;93360;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;4;Option HWP -not in use -;3934;INDICATION/DISPLAY U;15;32247204;000 ;POLISH CLOTH CSD ;;1.0;Interior Room 
SPAG2 ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325015;Transmission 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;4370;GEARBOX ;40;32249154;000 ;;;1.0;Hybrid Installation 
V536X ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325017;Driveline 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;4602;FRONT AXLE ;20;32249180;000 ;SPACER ;;1.0;Electric Drivetrain 
V536X ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325017;Driveline 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;4602;FRONT AXLE ;25;32249180;000 ;SPACER ;;1.0;Electric Drivetrain 
V536X ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325010;HYBRID INSTALLATION ;325021;Fuel system ;CANCE ;30740;820;ART HYBRID INTEGRATION ;820;HYBRID INSTALLATION ;4;Option HWP -not in use -;2350;;10;32252144;000 ;CLIP FUEL PRESSURE SENSOR;;1.0;Hybrid Installation 
V536X ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325010;HYBRID INSTALLATION ;325022;Air intake system ;CANCE ;30740;820;ART HYBRID INTEGRATION ;820;HYBRID INSTALLATION ;4;Option HWP -not in use -;2560;AIR CLEANER ;20;32252337;000 ;;;1.0;Hybrid Installation 
V536X ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325010;HYBRID INSTALLATION ;325022;Air intake system ;CANCE ;30740;820;ART HYBRID INTEGRATION ;820;HYBRID INSTALLATION ;4;Option HWP -not in use -;2560;AIR CLEANER ;20;32252339;000 ;;;1.0;Hybrid Installation 
V536X ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325010;HYBRID INSTALLATION ;325024;Cooling system ;CANCE ;30740;820;ART HYBRID INTEGRATION ;820;HYBRID INSTALLATION ;4;Option HWP -not in use -;2651;CHARGE AIR COOLER ;240;32252625;000 ;VALVE 3 WAY ;;1.0;
SPAG2 ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325014;Engine 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;2540;EMISSION EQUIPMENT ;46;32253647;000 ;V-CLAMP ;;1.0;ICE Complete 
SPAG2 ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325014;Engine 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;2540;EMISSION EQUIPMENT ;35;32255353;000 ;LAMBDA SOND BETWEEN BINAR;;1.0;ICE Complete 
SPAG2 ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325016;PT Mounts 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;2180;ENGINE MOUNTING ;20;32255528;000 ;HYDRO RHM ;;1.0;Electric Drivetrain 
SPAG2 ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325016;PT Mounts 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;2180;ENGINE MOUNTING ;30;32255529;000 ;BRACKET RHM ;;1.0;Electric Drivetrain 
SPAG2 ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325016;PT Mounts 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;2180;ENGINE MOUNTING ;20;32255530;000 ;HYDRO LHM ;;1.0;Electric Drivetrain 
SPAG2 ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325016;PT Mounts 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;2180;ENGINE MOUNTING ;70;32255531;000 ;TORQUE ROD UPPER RIGHT ;;1.0;Electric Drivetrain 
SPAG2 ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325016;PT Mounts 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;2180;ENGINE MOUNTING ;70;32255532;000 ;TORQUE ROD LOWER RIGHT ;;1.0;Electric Drivetrain 
SPAG2 ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325016;PT Mounts 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;2180;ENGINE MOUNTING ;70;32255533;000 ;TORQUE ROD LOWER LEFT ;;1.0;Electric Drivetrain 
SPAG2 ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325016;PT Mounts 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;2180;ENGINE MOUNTING ;30;32255534;000 ;;;1.0;Electric Drivetrain 
SPAG2 ;325008;HYBRID PROPULSION ;HYBRID PROPULSION ;325009;HYBRID ENGINE AND TRANSMISSION ;325016;PT Mounts 722D ;CANCE ;30760;800;ART HYBRID ENGINE & TRANSMISSION ;800;HYBRID ENGINE AND TRANSMISSION ;4;Option HWP -not in use -;2180;ENGINE MOUNTING ;30;32255535;000 ;;;1.0;Electric Drivetrain 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292291;DECELERATION AND STEERING ;280303;Modulation HW ;DECID ;92430;620;ART DECELERATION & STEERING ;620;DECELERATION AND STEERING ;4;Option HWP -not in use -;5930;BRAKE,ANTI LOCK ;20;32255866;000 ;HYDRAULIC UNIT BCMA ;;1.0;Friction Braking 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292293;SIDE AND ROOF ;292355;Side trim & glass ;DECID ;92600;750;ART SIDE & ROOF ;750;SIDE AND ROOF ;4;Option HWP -not in use -;8414;TRIM MOULDINGS,WINDO;20;32257700;000 ;C CAPPING LH ;;1.0;Doors, Glass and Roof 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292293;SIDE AND ROOF ;292355;Side trim & glass ;DECID ;92600;750;ART SIDE & ROOF ;750;SIDE AND ROOF ;4;Option HWP -not in use -;8414;TRIM MOULDINGS,WINDO;20;32257701;000 ;C CAPPING RH ;;1.0;Doors, Glass and Roof 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292290;CLIMATE ;280357;Incoming air quality ;DECID ;92330;600;ART CLIMATE ;600;CLIMATE ;4;Option HWP -not in use -;8780;;30;32260680;000 ;SENSOR AIR QUALITY ;;1.0;Cabin Climatization 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280347;Cockpit functional parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;4;Option HWP -not in use -;8825;CASING/COMPARTMENT ;46;32260723;000 ;;;1.0;Interior Room 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292283;INTERIOR ROOM ;280347;Cockpit functional parts ;DECID ;93350;670;ART INTERIOR ROOM ;670;INTERIOR ROOM ;4;Option HWP -not in use -;8825;CASING/COMPARTMENT ;46;32260724;000 ;;;1.0;Interior Room 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;307272;Labels ;DECID ;92750;720;Exterior Front and Rear ;760;PAINTED BODY ;4;Option HWP -not in use -;8970;PLATES ;235;32262670;000 ;;;1.0;Paint & Surface Treatment 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292282;INTERIOR TRIM & SYSTEMS ;265569;Acoustics & floor systems ;DECID ;93640;660;ART INTERIOR TRIM & SYSTEMS ;660;INTERIOR TRIM AND SYSTEMS ;4;Option HWP -not in use -;8552;FLOOR COVERING ;15;32262720;000 ;FLOOR CARPET,CHARCOAL LH ;;1.0;Interior Trim 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292282;INTERIOR TRIM & SYSTEMS ;265569;Acoustics & floor systems ;DECID ;93640;660;ART INTERIOR TRIM & SYSTEMS ;660;INTERIOR TRIM AND SYSTEMS ;4;Option HWP -not in use -;8552;FLOOR COVERING ;15;32262722;000 ;FLOOR CARPET,CHARCOAL RH ;;1.0;Interior Trim 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280387;Exterior side trim ;DECID ;93540;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8411;SILL MOULDING ;10;32262765;000 ;;;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280387;Exterior side trim ;DECID ;93540;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8411;SILL MOULDING ;10;32262766;000 ;WELD BRACKET REAR ;;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280387;Exterior side trim ;DECID ;93540;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8411;SILL MOULDING ;10;32262769;000 ;;;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292284;EXTERIOR FRONT AND REAR ;280387;Exterior side trim ;DECID ;93540;700;ART EXTERIOR FRONT & REAR ;700;EXTERIOR FRONT AND REAR ;4;Option HWP -not in use -;8411;SILL MOULDING ;10;32262770;000 ;;;1.0;Exterior Front & Rear 
V536X ;292250;VEHICLE TOPHAT ;VEHICLE TOPHAT ;292282;INTERIOR TRIM & SYSTEMS ;265569;Acoustics & floor systems ;DECID ;93640;660;ART INTERIOR TRIM & SYSTEMS ;660;INTERIOR TRIM AND SYSTEMS ;4;Option HWP -not in use -;8552;FLOOR COVERING ;110;32262807;000 ;FLOOR CARPET,CHARCOAL REA;;1.0;Interior Trim 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292294;PAINTED BODY ;307272;Labels ;DECID ;92750;720;Exterior Front and Rear ;760;PAINTED BODY ;4;Option HWP -not in use -;8970;PLATES ;285;32262810;000 ;DECAL PETROL ;;1.0;Paint & Surface Treatment 
V536X ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292293;SIDE AND ROOF ;292357;Door control, locking & alarm ;DECID ;92600;750;ART SIDE & ROOF ;750;SIDE AND ROOF ;4;Option HWP -not in use -;3666;LOCKING SYSTEM ;20;32264291;000 ;;;1.0;Doors, Glass and Roof 
SPAG2 ;292248;SOFTWARE AND ELECTRONICS PLATFORM ;SOFTWARE AND ELECTRONICS PLATFORM ;292268;ELECTRICAL INFRASTRUCTURE ;280126;UB & Power pack harness & HV harness ;DECID ;94100;510;ART ELECTRICAL INFRASTRUCTURE ;510;ELECTRICAL INFRASTRUCTURE ;4;Option HWP -not in use -;3760;CABLE SYSTEM,REAR ;180;32264467;000 ;;;1.0;Electrical Distribution 
V536X ;292249;CONNECTED EXPERIENCE ;CONNECTED EXPERIENCE ;333775;HW & MECHATRONICS ;333776;HW & Mechatronics ;DECID ;95600;450;ART HW & MECHATRONICS ;430;INFOTAINMENT PLATFORM ;4;Option HWP -not in use -;3956;AUDIO SYSTEM ;62;32265254;000 ;TWEETER ;;1.0;HMI Mechatronics 
V536X ;292249;CONNECTED EXPERIENCE ;CONNECTED EXPERIENCE ;333775;HW & MECHATRONICS ;333776;HW & Mechatronics ;DECID ;95600;450;ART HW & MECHATRONICS ;430;INFOTAINMENT PLATFORM ;4;Option HWP -not in use -;3956;AUDIO SYSTEM ;63;32265254;000 ;TWEETER ;;1.0;HMI Mechatronics 
V536X ;292249;CONNECTED EXPERIENCE ;CONNECTED EXPERIENCE ;333775;HW & MECHATRONICS ;333776;HW & Mechatronics ;DECID ;95600;450;ART HW & MECHATRONICS ;430;INFOTAINMENT PLATFORM ;4;Option HWP -not in use -;3956;AUDIO SYSTEM ;70;32265255;000 ;MIDRANGE ;;1.0;HMI Mechatronics 
V536X ;292249;CONNECTED EXPERIENCE ;CONNECTED EXPERIENCE ;333775;HW & MECHATRONICS ;333776;HW & Mechatronics ;DECID ;95600;450;ART HW & MECHATRONICS ;430;INFOTAINMENT PLATFORM ;4;Option HWP -not in use -;3956;AUDIO SYSTEM ;71;32265255;000 ;MIDRANGE ;;1.0;HMI Mechatronics 
V536X ;292249;CONNECTED EXPERIENCE ;CONNECTED EXPERIENCE ;333775;HW & MECHATRONICS ;333776;HW & Mechatronics ;DECID ;95600;450;ART HW & MECHATRONICS ;430;INFOTAINMENT PLATFORM ;4;Option HWP -not in use -;3956;AUDIO SYSTEM ;74;32265255;000 ;MIDRANGE ;;1.0;HMI Mechatronics 
SPAG2 ;292251;VEHICLE PLATFORM ;VEHICLE PLATFORM ;292291;DECELERATION AND STEERING ;280306;Pedals ;DECID ;92430;620;ART DECELERATION & STEERING ;620;DECELERATION AND STEERING ;4;Option HWP -not in use -;5240;BRAKE CONTROL ;200;32265679;000 ;PEDAL UNIT ;;1.0;Friction Braking 
